GEOID,BLKGRPCE,area_demand,block_group_population_inferred,tract_pop,overlap_area,overlap_percent,tract_block_group_count
13011970400,1,177044.2432625633,3858.0,3858,0.012369635118081073,99.943,1
13013180103,1,280664.2280440221,6116.0,6116,0.0030033563199995555,99.988,1
13013180104,1,108576.12222893334,2366.0,2366,0.0008020083754998105,99.995,1
13013180105,1,127987.66056487535,2789.0,2789,0.001592549117999665,99.642,1
13013180106,1,60001.38622752762,1307.5,2615,0.0008401871099997964,96.027,2
13013180106,2,60001.38622752762,1307.5,2615,0.0003400090229998902,100.0,2
13013180107,1,94143.66642124123,2051.5,4103,0.000972789414499877,99.979,2
13013180107,2,94143.66642124123,2051.5,4103,0.0008691346149998349,94.997,2
13013180108,1,67206.141590986,1464.5,2929,0.0009706922769998622,100.0,2
13013180108,2,67206.141590986,1464.5,2929,0.0010318290319998628,100.0,2
13013180203,1,84024.88579931401,1831.0,3662,0.00039534941399988496,100.0,2
13013180203,2,84024.88579931401,1831.0,3662,0.0001576820084999381,100.0,2
13013180204,1,74181.44614669093,1616.5,3233,0.00020453003749991644,100.0,2
13013180204,2,74181.44614669093,1616.5,3233,0.0013642009784997635,100.0,2
13013180205,1,77064.87796412598,1679.3333333333333,5038,0.0006420210784999558,100.0,3
13013180205,2,77064.87796412598,1679.3333333333333,5038,9.479815499996669e-05,100.0,3
13013180205,3,77064.87796412598,1679.3333333333333,5038,0.0003391353804998685,100.0,3
13013180206,1,76613.62470887751,1669.5,3339,0.0005149842359998374,100.0,2
13013180206,2,76613.62470887751,1669.5,3339,0.00017154123249994317,100.0,2
13013180301,1,146527.28583135424,3193.0,3193,0.0021106863914996474,100.0,1
13013180302,1,134113.9971318925,2922.5,5845,0.0015471769699998937,100.0,2
13013180302,2,134113.9971318925,2922.5,5845,0.0014187144984996252,100.0,2
13013180303,1,132278.3906698649,2882.5,5765,0.002456596645999703,100.0,2
13013180303,2,132278.3906698649,2882.5,5765,0.00035010449749984114,100.0,2
13013180401,1,139712.59684107674,3044.5,6089,0.001990693556499753,97.276,2
13013180401,2,139712.59684107674,3044.5,6089,0.0034545218514995925,100.0,2
13013180402,1,96644.68022575385,2106.0,6318,0.00042213152499990473,100.0,3
13013180402,2,96644.68022575385,2106.0,6318,0.0032977236224996415,100.0,3
13013180402,3,96644.68022575385,2106.0,6318,0.0003141610564999346,100.0,3
13013180501,1,362440.4959273523,7898.0,7898,0.0026222875714997118,100.0,1
13013180502,1,56662.87697471489,1234.75,4939,0.0024319241884997313,100.0,4
13013180502,2,56662.87697471489,1234.75,4939,0.001071687076499795,100.0,4
13013180502,3,56662.87697471489,1234.75,4939,0.0006003391715000577,99.996,4
13013180502,4,56662.87697471489,1234.75,4939,0.00037818996149997146,100.0,4
13013180503,1,270797.84331062366,5901.0,5901,0.0022602195249996795,100.0,1
13015960101,1,76039.99768949389,1657.0,1657,0.009155385410499402,100.0,1
13015960102,1,55970.700371325314,1219.6666666666667,3659,0.0043937114784995185,93.532,3
13015960102,2,40475.122487708875,882.0,2646,0.009496787740499307,100.0,3
13015960102,3,57332.10849732912,1249.3333333333333,3748,0.007393092256999315,100.0,3
13015960200,1,25588.354080664933,557.6,2788,0.007286617569499346,100.0,5
13015960200,2,35206.931941689625,767.2,3836,0.0005743464269999173,98.711,5
13015960200,3,35381.31455558225,771.0,3855,0.004792655156499827,100.0,5
13015960200,4,35206.931941689625,767.2,3836,0.00044349249349984703,62.82,5
13015960200,5,35381.31455558225,771.0,3855,0.003758004168499678,99.41,5
13015960300,1,87719.04380414457,1911.5,3823,0.008419047409999455,98.745,2
13015960300,2,69730.10047627396,1519.5,3039,0.007094146556499918,99.994,2
13015960401,1,84300.22676861814,1837.0,5511,0.00019776850649990047,100.0,3
13015960401,2,64016.77536321302,1395.0,4185,0.0007781333574998656,95.867,3
13015960401,3,84300.22676861814,1837.0,5511,0.0007273660039999153,100.0,3
13015960402,1,42555.47647800684,927.3333333333334,2782,0.0019796588414996317,98.943,3
13015960402,2,40153.891356854045,875.0,2625,0.0012581525799997165,100.0,3
13015960402,3,74999.8206943449,1634.3333333333333,4903,0.0018179156429996193,100.0,3
13015960500,1,74525.62235832111,1624.0,6496,0.0002757573379998747,99.877,4
13015960500,2,74525.62235832111,1624.0,6496,0.0002085099474999266,100.0,4
13015960500,3,74525.62235832111,1624.0,6496,0.0002165180294999892,99.609,4
13015960500,4,32478.761837501086,707.75,2831,0.0016287359299997702,97.804,4
13015960600,1,26769.260904569364,583.3333333333334,3500,0.00039435073850000585,99.715,6
13015960600,2,26769.260904569364,583.3333333333334,3500,6.537149599993219e-05,100.0,6
13015960600,3,26769.260904569364,583.3333333333334,3500,5.849823049996619e-05,100.0,6
13015960600,4,41568.838004667,905.8333333333334,5435,0.0001626266354999694,98.979,6
13015960600,5,41568.838004667,905.8333333333334,5435,0.0014879642459997887,100.0,6
13015960600,6,26769.260904569364,583.3333333333334,3500,0.000223799586999953,81.633,6
13015960700,1,28038.888707471797,611.0,3055,0.0063220350934992476,100.0,5
13015960700,2,28038.888707471797,611.0,3055,0.00032018719300002047,82.145,5
13015960700,3,40823.88771549412,889.6,4448,0.00023026823749995723,100.0,5
13015960700,4,40823.88771549412,889.6,4448,9.867381000002163e-05,100.0,5
13015960700,5,40823.88771549412,889.6,4448,0.00010601313499995607,100.0,5
13015960801,1,108622.01239048403,2367.0,4734,0.0015560959789998163,100.0,2
13015960801,2,108622.01239048403,2367.0,4734,0.0008015325509997982,100.0,2
13015960802,1,79275.25407881755,1727.5,3455,0.0011536984544997645,100.0,2
13015960802,2,79275.25407881755,1727.5,3455,0.0006158764784998961,100.0,2
13015960803,1,28543.68048452939,622.0,1866,0.0029807393249996626,100.0,3
13015960803,2,28543.68048452939,622.0,1866,0.00037917711149990384,52.331,3
13015960803,3,57943.977318005,1262.6666666666667,3788,0.0043618221454996805,99.905,3
13015960901,1,64957.52367500217,1415.5,2831,0.000804831914999907,100.0,2
13015960901,2,64957.52367500217,1415.5,2831,0.0025323792724996634,100.0,2
13015960902,1,85034.46935342919,1853.0,7412,0.0014964385180000295,100.0,4
13015960902,2,85034.46935342919,1853.0,7412,0.0008254790909998838,100.0,4
13015960902,3,85034.46935342919,1853.0,7412,0.0005548256474999666,100.0,4
13015960902,4,85034.46935342919,1853.0,7412,0.0007066660419999334,100.0,4
13015961000,1,39121.36272196351,852.5,3410,0.001924144158499739,100.0,4
13015961000,2,39121.36272196351,852.5,3410,0.007225403981999581,100.0,4
13015961000,3,63672.59915158284,1387.5,5550,0.005312013122499439,100.0,4
13015961000,4,63672.59915158284,1387.5,5550,0.0031196307314995484,100.0,4
13017960100,1,136110.21915934753,2966.0,2966,0.028709877979998907,100.0,1
13017960200,1,79160.52867494083,1725.0,1725,0.022483481360999258,100.0,1
13017960300,1,40165.36389724172,875.25,3501,0.0019211225029998247,100.0,4
13017960300,2,40165.36389724172,875.25,3501,8.045486999994966e-05,100.0,4
13017960300,3,40165.36389724172,875.25,3501,0.0006635683934999945,100.0,4
13017960300,4,40165.36389724172,875.25,3501,0.00013154713599989427,100.0,4
13017960400,1,48574.73600140572,1058.5,4234,0.000306730631999935,100.0,4
13017960400,2,48574.73600140572,1058.5,4234,0.00012473026750004922,100.0,4
13017960400,3,48574.73600140572,1058.5,4234,7.506376849997317e-05,100.0,4
13017960400,4,48574.73600140572,1058.5,4234,0.000615296587499895,100.0,4
13017960500,1,37015.004306786825,806.6,4033,0.001250494078499865,100.0,5
13017960500,2,37015.004306786825,806.6,4033,0.00014983373350002316,100.0,5
13017960500,3,37015.004306786825,806.6,4033,0.0012752652194996938,100.0,5
13017960500,4,37015.004306786825,806.6,4033,6.911865499993924e-05,100.0,5
13017960500,5,7140.509137287416,155.6,778,0.0047445467899996764,100.0,5
13019970100,1,30516.957431209074,665.0,1330,0.012760654794499383,100.0,2
13019970100,2,30516.957431209074,665.0,1330,0.010537392600999349,100.0,2
13019970200,1,86893.02089623215,1893.5,3787,0.010715929774499422,100.0,2
13019970200,2,86893.02089623215,1893.5,3787,0.012788619418999494,100.0,2
13019970300,1,43396.79610643616,945.6666666666666,2837,0.010206721424999602,100.0,3
13019970300,2,43396.79610643616,945.6666666666666,2837,0.003353089927499525,100.0,3
13019970300,3,43396.79610643616,945.6666666666666,2837,0.0008169253984999108,100.0,3
13019970400,1,53783.269337409074,1172.0,3516,0.024591134790998823,100.0,3
13019970400,2,53783.269337409074,1172.0,3516,0.00042558109150004784,100.0,3
13019970400,3,53783.269337409074,1172.0,3516,0.00042780089099993084,100.0,3
13019970500,1,77692.04350531874,1693.0,3386,0.0008506275079999592,100.0,2
13019970500,2,77692.04350531874,1693.0,3386,0.012712434777999496,100.0,2
13019970600,1,51075.74980591834,1113.0,3339,0.003667945732999837,100.0,3
13019970600,2,51075.74980591834,1113.0,3339,0.006174496710999624,100.0,3
13019970600,3,51075.74980591834,1113.0,3339,0.0022907014519997822,100.0,3
13021010100,1,38593.625864130576,841.0,1682,4.356698199996345e-05,100.0,2
13021010100,2,38593.625864130576,841.0,1682,8.833755999999023e-05,100.0,2
13021010200,1,30088.649256735964,655.6666666666666,1967,4.268070549991609e-05,76.952,3
13021010200,2,30088.649256735964,655.6666666666666,1967,3.708874349999378e-05,100.0,3
13021010200,3,30088.649256735964,655.6666666666666,1967,5.889950349998303e-05,99.724,3
13021010300,1,163093.63415115347,3554.0,3554,0.00011758869049993097,90.928,1
13021010400,1,18390.482241439153,400.75,1603,5.192963449996284e-05,100.0,4
13021010400,2,18390.482241439153,400.75,1603,6.623006200000156e-05,100.0,4
13021010400,3,18390.482241439153,400.75,1603,3.421208999997181e-05,100.0,4
13021010400,4,18390.482241439153,400.75,1603,5.7370677000001755e-05,100.0,4
13021010500,1,63580.81882848146,1385.5,2771,8.329872799994474e-05,100.0,2
13021010500,2,63580.81882848146,1385.5,2771,4.729308399998638e-05,100.0,2
13021010800,1,74250.28138901696,1618.0,1618,0.00016271043299990608,100.0,1
13021011000,1,29342.1692955114,639.4,3197,0.0006717651399998769,100.0,5
13021011000,2,29342.1692955114,639.4,3197,0.00013582104349992008,100.0,5
13021011000,3,29342.1692955114,639.4,3197,0.00010495701149996791,100.0,5
13021011000,4,29342.1692955114,639.4,3197,5.421767999992031e-05,97.657,5
13021011000,5,8214.33891757357,179.0,895,0.00039947045499982506,99.302,5
13021011100,1,28375.416558843528,618.3333333333334,1855,0.0001476717864999136,98.211,3
13021011100,2,28375.416558843528,618.3333333333334,1855,0.0001572390214999739,96.908,3
13021011100,3,28375.416558843528,618.3333333333334,1855,5.708398999997742e-05,100.0,3
13021011500,1,29599.154200195266,645.0,1290,4.415019049999512e-05,100.0,2
13021011500,2,29599.154200195266,645.0,1290,6.060914199995696e-05,100.0,2
13021011701,1,65714.71134058856,1432.0,2864,0.00031530436049995994,100.0,2
13021011701,2,65714.71134058856,1432.0,2864,9.171196599993512e-05,100.0,2
13021011702,1,32574.366340731693,709.8333333333334,4259,0.00016346743749994625,100.0,6
13021011702,2,32574.366340731693,709.8333333333334,4259,8.258595100000678e-05,100.0,6
13021011702,3,32574.366340731693,709.8333333333334,4259,9.842473200002165e-05,100.0,6
13021011702,4,32574.366340731693,709.8333333333334,4259,8.766699049997736e-05,100.0,6
13021011702,5,32574.366340731693,709.8333333333334,4259,0.00033749419949984826,100.0,6
13021011702,6,32574.366340731693,709.8333333333334,4259,9.993348899998351e-05,100.0,6
13021011800,1,46291.70046425888,1008.75,4035,8.833473450000616e-05,96.549,4
13021011800,2,46291.70046425888,1008.75,4035,0.00014075742199995558,100.0,4
13021011800,3,46291.70046425888,1008.75,4035,6.915339599994706e-05,100.0,4
13021011800,4,46291.70046425888,1008.75,4035,0.00011651089349998068,85.914,4
13021011900,1,29308.516510374226,638.6666666666666,1916,3.751769299998163e-05,100.0,3
13021011900,2,29308.516510374226,638.6666666666666,1916,0.0001102255384999601,100.0,3
13021011900,3,29308.516510374226,638.6666666666666,1916,0.00019358354549994095,100.0,3
13021012000,1,56203.97535920799,1224.75,4899,0.00037678074199972377,100.0,4
13021012000,2,56203.97535920799,1224.75,4899,0.00010297115950002397,100.0,4
13021012000,3,56203.97535920799,1224.75,4899,0.0001759940304999567,100.0,4
13021012000,4,56203.97535920799,1224.75,4899,0.0001875192899999938,100.0,4
13021012101,1,139138.9698216931,3032.0,3032,0.00045114474399986665,100.0,1
13021012102,1,83673.06122742538,1823.3333333333333,5470,0.00014270065999998216,100.0,3
13021012102,2,83673.06122742538,1823.3333333333333,5470,0.0003516948139999171,100.0,3
13021012102,3,83673.06122742538,1823.3333333333333,5470,0.00021612032399990718,100.0,3
13021012200,1,57660.98798844241,1256.5,2513,7.408771599995417e-05,100.0,2
13021012200,2,57660.98798844241,1256.5,2513,0.00028877383849995223,100.0,2
13021012300,1,54364.544717051154,1184.6666666666667,3554,6.630977599995505e-05,100.0,3
13021012300,2,54364.544717051154,1184.6666666666667,3554,4.868071799997409e-05,100.0,3
13021012300,3,54364.544717051154,1184.6666666666667,3554,0.00017056167349997845,94.583,3
13021012400,1,52647.48783902949,1147.25,4589,0.00021234538249992462,99.633,4
13021012400,2,52647.48783902949,1147.25,4589,7.511619849996171e-05,95.56,4
13021012400,3,52647.48783902949,1147.25,4589,3.480792199999954e-05,100.0,4
13021012400,4,52647.48783902949,1147.25,4589,0.00010774036249996458,99.992,4
13021012500,1,48184.66962822485,1050.0,3150,5.4765413999964954e-05,100.0,3
13021012500,2,48184.66962822485,1050.0,3150,0.00010776814049999677,100.0,3
13021012500,3,48184.66962822485,1050.0,3150,0.00016367882599993924,94.639,3
13021012600,1,46876.80002403018,1021.5,4086,0.00021469864400000172,100.0,4
13021012600,2,46876.80002403018,1021.5,4086,7.103770900000198e-05,100.0,4
13021012600,3,46876.80002403018,1021.5,4086,0.00016569722149985434,100.0,4
13021012600,4,46876.80002403018,1021.5,4086,0.0002088033519999655,100.0,4
13021012700,1,26906.931389221438,586.3333333333334,1759,3.8223248999982616e-05,100.0,3
13021012700,2,26906.931389221438,586.3333333333334,1759,0.0001002690529999918,100.0,3
13021012700,3,26906.931389221438,586.3333333333334,1759,4.707772199995148e-05,100.0,3
13021012800,1,46869.151663771736,1021.3333333333334,3064,0.00011016072249998261,100.0,3
13021012800,2,46869.151663771736,1021.3333333333334,3064,4.253810599995615e-05,100.0,3
13021012800,3,46869.151663771736,1021.3333333333334,3064,4.6486285999981275e-05,100.0,3
13021012900,1,37538.152148464695,818.0,1636,9.153658899998327e-05,100.0,2
13021012900,2,37538.152148464695,818.0,1636,0.00010683143099996782,100.0,2
13021013101,1,92407.48864257344,2013.6666666666667,6041,0.0004986070584998533,96.165,3
13021013101,2,92407.48864257344,2013.6666666666667,6041,0.00017639913249996815,100.0,3
13021013101,3,92407.48864257344,2013.6666666666667,6041,0.00012527045099996356,100.0,3
13021013102,1,48333.8126532646,1053.25,4213,5.7929500999989284e-05,100.0,4
13021013102,2,48333.8126532646,1053.25,4213,0.0002579135769999004,100.0,4
13021013102,3,48333.8126532646,1053.25,4213,9.676980549995825e-05,100.0,4
13021013102,4,48333.8126532646,1053.25,4213,7.773189799997902e-05,100.0,4
13021013201,1,61745.212366453845,1345.5,5382,0.00011725928799994553,100.0,4
13021013201,2,61745.212366453845,1345.5,5382,0.0006634952044999503,100.0,4
13021013201,3,61745.212366453845,1345.5,5382,0.00013012454699996143,97.138,4
13021013201,4,61745.212366453845,1345.5,5382,0.00017637018799994983,97.408,4
13021013202,1,46976.22870739001,1023.6666666666666,3071,0.00017928131099996742,100.0,3
13021013202,2,46976.22870739001,1023.6666666666666,3071,0.00013035356649991305,100.0,3
13021013202,3,46976.22870739001,1023.6666666666666,3071,0.0001439298024999989,99.573,3
13021013302,1,43033.49899415986,937.75,3751,0.0001871039474999529,100.0,4
13021013302,2,43033.49899415986,937.75,3751,0.0006814970179998837,100.0,4
13021013302,3,43033.49899415986,937.75,3751,0.00046703283349995437,100.0,4
13021013302,4,43033.49899415986,937.75,3751,0.0016702852894997572,100.0,4
13021013407,1,69079.98985430585,1505.3333333333333,4516,0.00026730934299995735,100.0,3
13021013407,2,69079.98985430585,1505.3333333333333,4516,0.00041958983750000326,100.0,3
13021013407,3,69079.98985430585,1505.3333333333333,4516,7.75966615000312e-05,100.0,3
13021013408,1,100270.00298825839,2185.0,4370,0.0005696443344998856,100.0,2
13021013408,2,100270.00298825839,2185.0,4370,0.0002968172009998558,100.0,2
13021013409,1,100705.95952298994,2194.5,4389,0.0003358476314998693,100.0,2
13021013409,2,100705.95952298994,2194.5,4389,0.0009349636389999219,100.0,2
13021013410,1,59213.60512090743,1290.3333333333333,3871,0.0003357403189998597,94.202,3
13021013410,2,59213.60512090743,1290.3333333333333,3871,0.000995980655499775,100.0,3
13021013410,3,26968.11827128902,587.6666666666666,1763,0.0010673869184999098,94.032,3
13021013411,1,110526.45409483768,2408.5,4817,0.000935538268999615,100.0,2
13021013411,2,110526.45409483768,2408.5,4817,0.0008319900529998478,100.0,2
13021013502,1,41324.09047639665,900.5,1801,0.0029788816024998908,99.999,2
13021013502,2,41324.09047639665,900.5,1801,0.002549555946999525,100.0,2
13021013503,1,116698.68082340552,2543.0,2543,0.00135386897249969,100.0,1
13021013504,1,55733.60120331342,1214.5,4858,0.0005519047944999078,100.0,4
13021013504,2,55733.60120331342,1214.5,4858,0.0006520012829998581,100.0,4
13021013504,3,52073.86081964586,1134.75,4539,0.0014516873029997476,100.0,4
13021013504,4,52073.86081964586,1134.75,4539,0.000740234077999811,100.0,4
13021013603,1,114059.99653424084,2485.5,4971,0.0030759420994996684,100.0,2
13021013603,2,114059.99653424084,2485.5,4971,0.001299994884499911,100.0,2
13021013604,1,73837.26993506076,1609.0,4827,0.003300842226499752,99.998,3
13021013604,2,73837.26993506076,1609.0,4827,0.002006619559499898,100.0,3
13021013604,3,73837.26993506076,1609.0,4827,0.0012223642864997802,100.0,3
13021013605,1,95390.34914336831,2078.6666666666665,6236,0.0004884090799998435,100.0,3
13021013605,2,95390.34914336831,2078.6666666666665,6236,0.0012304719884997659,100.0,3
13021013605,3,95390.34914336831,2078.6666666666665,6236,0.00022086608849993666,100.0,3
13021013606,1,46119.61235844379,1005.0,4020,0.000942571025499878,100.0,4
13021013606,2,30895.551264002268,673.25,2693,0.004400279275999649,100.0,4
13021013606,3,30895.551264002268,673.25,2693,0.0010103710904999323,100.0,4
13021013606,4,46119.61235844379,1005.0,4020,0.0013565307974998033,100.0,4
13021013700,1,28666.05424866456,624.6666666666666,1874,0.00022399326299985174,99.902,3
13021013700,2,17392.37122771164,379.0,1137,4.797650599997974e-05,90.457,3
13021013700,3,17392.37122771164,379.0,1137,2.727252699996846e-05,99.489,3
13021013800,1,33499.81793200395,730.0,1460,7.779163099996097e-05,100.0,2
13021013800,2,33499.81793200395,730.0,1460,0.0003695095109998498,100.0,2
13021013900,1,42769.630565243395,932.0,1864,0.004317791700999684,100.0,2
13021013900,2,42769.630565243395,932.0,1864,0.005144573722499497,100.0,2
13023790100,1,100086.44234205563,2181.0,4362,0.01680987662499959,100.0,2
13023790100,2,100086.44234205563,2181.0,4362,0.014627609149999159,100.0,2
13023790200,1,63879.104878560946,1392.0,2784,0.0138274722294992,100.0,2
13023790200,2,63879.104878560946,1392.0,2784,0.0009920882135000327,100.0,2
13023790300,1,26765.43672444014,583.25,2333,0.005072872234999439,100.0,4
13023790300,2,26765.43672444014,583.25,2333,0.002562969000000016,100.0,4
13023790300,3,35369.842015194576,770.75,3083,0.0004179574869998445,100.0,4
13023790300,4,35369.842015194576,770.75,3083,9.360554100003834e-05,85.842,4
13025960100,1,51687.618626594216,1126.3333333333333,3379,0.010548157294553774,99.992,3
13025960100,2,56919.09704337291,1240.3333333333333,3721,0.008803629149999518,100.0,3
13025960100,3,56919.09704337291,1240.3333333333333,3721,0.008628450123999737,100.0,3
13025960200,1,28176.559192123867,614.0,1842,0.015293525341998822,100.0,3
13025960200,2,60529.12308536055,1319.0,3957,0.01524104163999892,100.0,3
13025960200,3,60529.12308536055,1319.0,3957,0.017251782877498907,100.0,3
13025960300,1,79129.93523390703,1724.3333333333333,5173,0.018877844089499,100.0,3
13025960300,2,79129.93523390703,1724.3333333333333,5173,0.010485380955499295,100.0,3
13025960300,3,79129.93523390703,1724.3333333333333,5173,0.004479166170499725,100.0,3
13027960200,1,31572.43114687495,688.0,1376,0.015111769123498982,100.0,2
13027960200,2,31572.43114687495,688.0,1376,0.009537633499000027,100.0,2
13027960300,1,45511.56771789714,991.75,3967,0.008119824936000039,100.0,4
13027960300,2,45511.56771789714,991.75,3967,0.010868218489499178,100.0,4
13027960300,3,17748.019979729488,386.75,1547,0.0019370385829997182,100.0,4
13027960300,4,45511.56771789714,991.75,3967,0.012574137623499109,100.0,4
13027960400,1,58173.42812575845,1267.6666666666667,3803,0.007319765154999559,100.0,3
13027960400,2,58173.42812575845,1267.6666666666667,3803,0.005423439390999477,100.0,3
13027960400,3,58173.42812575845,1267.6666666666667,3803,0.0001273132994999409,99.864,3
13027960500,1,46991.525427906905,1024.0,3072,0.007370482557499316,100.0,3
13027960500,2,46991.525427906905,1024.0,3072,7.96961470000106e-05,100.0,3
13027960500,3,46991.525427906905,1024.0,3072,0.002654599489999745,100.0,3
13027960600,1,38073.537366556084,829.6666666666666,2489,0.01882361420949922,100.0,3
13027960600,2,38073.537366556084,829.6666666666666,2489,0.014986330155499569,100.0,3
13027960600,3,38073.537366556084,829.6666666666666,2489,0.006633007939999774,100.0,3
13029920101,1,121540.09286700336,2648.5,5297,0.005402511450499528,100.0,2
13029920101,2,121540.09286700336,2648.5,5297,0.007035734099499626,99.987,2
13029920102,1,68208.07678484273,1486.3333333333333,4459,0.006691003764499548,100.0,3
13029920102,2,23618.136478088625,514.6666666666666,1544,0.004969034742999552,65.739,3
13029920102,3,68208.07678484273,1486.3333333333333,4459,0.008207063733999828,100.0,3
13029920301,1,80583.12368301224,1756.0,1756,0.0064577849674993994,100.0,1
13029920303,1,160913.85147749566,3506.5,7013,0.0007364910679998545,100.0,2
13029920303,2,160913.85147749566,3506.5,7013,0.0001460244494999339,100.0,2
13029920305,1,114128.83177656686,2487.0,4974,0.0018391838174996954,100.0,2
