P_selected
131299706022
130670302352
131210108013
132150102092
131210091042
132470603111
130590006002
130159607021
132171005062
131210105191
131390004011
130890232134
130670302531
133130005021
131150009002
131171305091
130159607011
130730303062
132190304021
131690303051
130771703092
132450110001
131030303091
132779603011
131350503361
132150104021
132150101062
130890235043
132190303001
130299201012
130590017001
131270006013
130570910061
130131805032
130879703012
131350506212
131210010012
130890234421
132231201061
132971105101
132971105041
130859702042
130590004011
131350503082
131171304092
130670303402
130670310012
132299603021
131350504522
131350503263
130510118002
131210102202
130311105002
132551607013
132250402002
131171306082
131210112023
131171303061
130311105001
130630404141
131171302052
132470604031
130099704002
131390016053
131210110003
130690107012
132270502012
131230803012
132450102033
130131805012
131171306092
131350505642
130630405331
131210085003
131210116311
130570911041
130950104011
131270005012
132470603062
130890217082
131350503112
130890213101
130570906032
131350503062
131270007011
131171305062
130730303044
131390016101
130510108151
131350507452
130670303441
130890217111
130890232144
131619601023
132150102052
131530206002
131350504452
131210077091
131210004002
132171003012
132231203031
130570904023
130459103011
131390002042
131171306102
130299203084
130670306023
132950203013
130570910011
130459101013
131210105222
130591405001
131171304141
130690108013
131350504391
131350507392
130890218192
131350502261
133039503002
130510107042
130210134122
130730303122
131510703222
130970805142
130690107011
130630403081
131350506272
130630404072
132150103032
131210115112
130099703021
130570910111
130890218222
131210012063
130630405272
131350507503
130730305053
131131401022
130630405133
130970801072
131510703242
131390006022
132231205073
131530206001
131210113105
130159604031
131210094053
131210038002
131350502051
130311107013
130670305081
131210004001
131530212043
131790104021
130459111013
131210019021
131299705004
131171305081
130459111011
130670302331
132110103011
130890212082
131619602013
130670301102
131171306011
130890234311
131350502151
130730303071
130890224041
131171306061
130670313211
131210019022
131171302041
131210011022
131210105282
132150103041
130210134112
131210101333
132450105121
131210116501
132450106022
130670302552
130970805093
130099705022
131759508003
130670301081
131850113013
131350507621
131350505833
131350501152
130510117003
130890219082
130890212302
130311104052
130890231131
131210116361
131210103122
131350503272
131350505741
132619506002
131171306152
131171303041
132110103021
130719707033
131210116521
130630404173
131210113072
131131403031
131530211204
130771706062
130570910062
130890223023
130630402021
130670303551
130591307012
132450102061
131210078053
131210012052
131150011003
131210028011
131171306052
130670303672
130510111141
131350502181
130719704003
130459107081
133119502061
131350503172
132150010001
131171302022
130590012003
132971105092
130730301062
130970806071
131210119011
131210092031
130730303081
130159606021
131210025002
131210113061
133119502063
132950205031
130590001001
131171305061
131210112032
130630404104
131110504004
130771704062
130210137011
130730305033
131210105223
130771705012
130299203032
133059703003
131350505691
131210116433
132799704004
130771704052
130670302782
130950113001
130859702041
130670303642
130670303442
130670306033
130630404241
130890213061
130890220052
130570908083
130771703081
131299706021
131790102051
130570904021
130570904012
130670311112
131350501051
131210081032
131210105261
131210116601
130890213011
130670303691
131350502211
131131402062
131210077052
130590021003
131210042003
131350506332
130510040023
130730303111
131530211241
130210134121
131171303062
130890234292
130670302481
130131802041
131879602064
131210106041
130771704042
131210118022
131350503291
131131402061
130890232143
131850116001
131210102201
131210115102
130670314142
130470302011
130690105003
131690303052
130670302582
131510702131
131171303022
131131403073
131171301051
132190301021
130459107051
131350507591
131210005013
131150013022
130771703032
131350501142
130730302011
130159607013
130950010002
131210105302
130351502014
130210139003
130670304081
130670302521
130890216082
130639800001
132470603054
130730303114
131171306073
131350503241
130670302482
130311104071
130670302641
130630404193
130159606011
130771705032
131150006002
130890219172
130570908101
131510701252
131850103021
130131802053
131210012062
130670303451
130099703022
131210105291
130210136031
131210044002
131350504632
131350503211
131171306112
130510108103
132130104021
131350505631
132231206051
130099705012
130159608051
131210119013
130591404001
131530211173
131510703251
130210134131
130470307011
